Provincia,Fecha,Descripción,Ámbito
PALENCIA,06/01/2023,Día de Reyes,national
PALENCIA,02/02/2023,Virgen de la Calle,local
PALENCIA,06/04/2023,Jueves Santo,regional
PALENCIA,07/04/2023,Viernes Santo,national
PALENCIA,01/05/2023,Día Del Trabajo,national
PALENCIA,25/07/2023,Santiago Apostol,regional
PALENCIA,15/08/2023,Asunción de la Virgen,national
PALENCIA,02/09/2023,San Antolín,local
PALENCIA,12/10/2023,Fiesta Nacional Española,national
PALENCIA,01/11/2023,Día de Todos los Santos,national
PALENCIA,06/12/2023,Día de la Constitución Española,national
PALENCIA,08/12/2023,Inmaculada Concepción,national
PALENCIA,25/12/2023,Navidad,national
PALMA_DE_MALLORCA,06/01/2023,Día de Reyes,national
PALMA_DE_MALLORCA,20/01/2023,San Sebastián,local
PALMA_DE_MALLORCA,01/03/2023,Día de las Islas Baleares,regional
PALMA_DE_MALLORCA,06/04/2023,Jueves Santo,regional
PALMA_DE_MALLORCA,07/04/2023,Viernes Santo,national
PALMA_DE_MALLORCA,10/04/2023,Lunes de Pascua,regional
PALMA_DE_MALLORCA,01/05/2023,Día Del Trabajo,national
PALMA_DE_MALLORCA,15/08/2023,Asunción de la Virgen,national
PALMA_DE_MALLORCA,12/10/2023,Fiesta Nacional Española,national
PALMA_DE_MALLORCA,01/11/2023,Día de Todos los Santos,national
PALMA_DE_MALLORCA,06/12/2023,Día de la Constitución Española,national
PALMA_DE_MALLORCA,08/12/2023,Inmaculada Concepción,national
PALMA_DE_MALLORCA,25/12/2023,Navidad,national
PALMA_DE_MALLORCA,26/12/2023,San Esteban,local
LAS_PALMAS,06/01/2023,Día de Reyes,national
LAS_PALMAS,21/02/2023,Martes de Carnaval,local
LAS_PALMAS,06/04/2023,Jueves Santo,regional
LAS_PALMAS,07/04/2023,Viernes Santo,national
LAS_PALMAS,01/05/2023,Día Del Trabajo,national
LAS_PALMAS,30/05/2023,Día de Canarias,regional
LAS_PALMAS,24/06/2023,fiestas fundacionales de la ciudad,local
LAS_PALMAS,15/08/2023,Asunción de la Virgen,national
LAS_PALMAS,08/09/2023,Festividad de nuestra Sra del Pino,local
LAS_PALMAS,12/10/2023,Fiesta Nacional Española,national
LAS_PALMAS,01/11/2023,Día de Todos los Santos,national
LAS_PALMAS,06/12/2023,Día de la Constitución Española,national
LAS_PALMAS,08/12/2023,Inmaculada Concepción,national
LAS_PALMAS,25/12/2023,Navidad,national
PAMPLONA,06/01/2023,Día de Reyes,national
PAMPLONA,19/03/2023,San José(se traslada al lunes),regional
PAMPLONA,06/04/2023,Jueves Santo,regional
PAMPLONA,07/04/2023,Viernes Santo,national
PAMPLONA,10/04/2023,Lunes de Pascua,regional
PAMPLONA,01/05/2023,Día Del Trabajo,national
PAMPLONA,25/07/2023,Santiago Apostol,regional
PAMPLONA,15/08/2023,Asunción de la Virgen,national
PAMPLONA,12/10/2023,Fiesta Nacional Española,national
PAMPLONA,01/11/2023,Día de Todos los Santos,national
PAMPLONA,29/11/2023,San Saturnino,local
PAMPLONA,03/12/2023,Santiago Apóstol(se traslada al lunes),local
PAMPLONA,06/12/2023,Día de la Constitución Española,national
PAMPLONA,08/12/2023,Inmaculada Concepción,national
PAMPLONA,25/12/2023,Navidad,national
PONTEVEDRA,06/01/2023,Día de Reyes,national
PONTEVEDRA,22/02/2023,Miércoles de Ceniza,local
PONTEVEDRA,06/04/2023,Jueves Santo,regional
PONTEVEDRA,07/04/2023,Viernes Santo,national
PONTEVEDRA,01/05/2023,Día Del Trabajo,national
PONTEVEDRA,17/05/2023,Día de las letras gallegas,regional
PONTEVEDRA,11/07/2023,San Benito,local
PONTEVEDRA,25/07/2023,Santiago Apostol,regional
PONTEVEDRA,15/08/2023,Asunción de la Virgen,national
PONTEVEDRA,12/10/2023,Fiesta Nacional Española,national
PONTEVEDRA,01/11/2023,Día de Todos los Santos,national
PONTEVEDRA,06/12/2023,Día de la Constitución Española,national
PONTEVEDRA,08/12/2023,Inmaculada Concepción,national
PONTEVEDRA,25/12/2023,Navidad,national
LA_RIOJA,06/01/2023,Día de Reyes,national
LA_RIOJA,06/04/2023,Jueves Santo,regional
LA_RIOJA,07/04/2023,Viernes Santo,national
LA_RIOJA,10/04/2023,Lunes de Pascua,regional
LA_RIOJA,01/05/2023,Día Del Trabajo,national
LA_RIOJA,09/06/2023,Día de La Rioja,regional
LA_RIOJA,15/08/2023,Asunción de la Virgen,national
LA_RIOJA,12/10/2023,Fiesta Nacional Española,national
LA_RIOJA,01/11/2023,Día de Todos los Santos,national
LA_RIOJA,06/12/2023,Día de la Constitución Española,national
LA_RIOJA,08/12/2023,Inmaculada Concepción,national
LA_RIOJA,25/12/2023,Navidad,national
SALAMANCA,01/01/2023,Año Nuevo(se traslada al lunes),regional
SALAMANCA,06/01/2023,Día de Reyes,national
SALAMANCA,06/04/2023,Jueves Santo,regional
SALAMANCA,07/04/2023,Viernes Santo,national
SALAMANCA,01/05/2023,Día Del Trabajo,national
SALAMANCA,12/06/2023,San Juan de Sahagún,local
SALAMANCA,25/07/2023,Santiago Apostol,regional
SALAMANCA,15/08/2023,Asunción de la Virgen,national
SALAMANCA,08/09/2023,Virgen de la Vega,local
SALAMANCA,12/10/2023,Fiesta Nacional Española,national
SALAMANCA,01/11/2023,Día de Todos los Santos,national
SALAMANCA,06/12/2023,Día de la Constitución Española,national
SALAMANCA,08/12/2023,Inmaculada Concepción,national
SALAMANCA,25/12/2023,Navidad,national
SAN_SEBASTIAN,06/01/2023,Día de Reyes,national
SAN_SEBASTIAN,20/01/2023,San Sebastian,local
SAN_SEBASTIAN,06/04/2023,Jueves Santo,regional
SAN_SEBASTIAN,07/04/2023,Viernes Santo,national
SAN_SEBASTIAN,10/04/2023,Lunes de Pascua,regional
SAN_SEBASTIAN,01/05/2023,Día Del Trabajo,national
SAN_SEBASTIAN,25/07/2023,Santiago Apostol,regional
SAN_SEBASTIAN,31/07/2023,San Ignacio Loyola,local
SAN_SEBASTIAN,15/08/2023,Asunción de la Virgen,national
SAN_SEBASTIAN,12/10/2023,Fiesta Nacional Española,national
SAN_SEBASTIAN,01/11/2023,Día de Todos los Santos,national
SAN_SEBASTIAN,06/12/2023,Día de la Constitución Española,national
SAN_SEBASTIAN,08/12/2023,Inmaculada Concepción,national
SAN_SEBASTIAN,25/12/2023,Navidad,national
SANTANDER,06/01/2023,Día de Reyes,national
SANTANDER,06/04/2023,Jueves Santo,regional
SANTANDER,07/04/2023,Viernes Santo,national
SANTANDER,01/05/2023,Día Del Trabajo,national
SANTANDER,25/07/2023,Santiago Apóstol,local
SANTANDER,28/07/2023,Día de las Instituciones,regional
SANTANDER,15/08/2023,Asunción de la Virgen,national
SANTANDER,30/08/2023,Santos Mártires,local
SANTANDER,15/09/2023,Día de la Bien Aparecida,regional
SANTANDER,12/10/2023,Fiesta Nacional Española,national
SANTANDER,01/11/2023,Día de Todos los Santos,national
SANTANDER,06/12/2023,Día de la Constitución Española,national
SANTANDER,08/12/2023,Inmaculada Concepción,national
SANTANDER,25/12/2023,Navidad,national
SEGOVIA,01/01/2023,Año Nuevo(se traslada al lunes),regional
SEGOVIA,06/01/2023,Día de Reyes,national
SEGOVIA,06/04/2023,Jueves Santo,regional
SEGOVIA,07/04/2023,Viernes Santo,national
SEGOVIA,01/05/2023,Día Del Trabajo,national
SEGOVIA,29/06/2023,San Pedro,local
SEGOVIA,25/07/2023,Santiago Apostol,regional
SEGOVIA,15/08/2023,Asunción de la Virgen,national
SEGOVIA,12/10/2023,Fiesta Nacional Española,national
SEGOVIA,25/10/2023,San Frutos,local
SEGOVIA,01/11/2023,Día de Todos los Santos,national
SEGOVIA,06/12/2023,Día de la Constitución Española,national
SEGOVIA,08/12/2023,Inmaculada Concepción,national
SEGOVIA,25/12/2023,Navidad,national
SEVILLA,01/01/2023,Año Nuevo(se traslada al lunes),regional
SEVILLA,06/01/2023,Día de Reyes,national
SEVILLA,28/02/2023,Día de Andalucía,regional
SEVILLA,06/04/2023,Jueves Santo,regional
SEVILLA,07/04/2023,Viernes Santo,national
SEVILLA,26/04/2023,Miércoles de Feria,local
SEVILLA,01/05/2023,Día Del Trabajo,national
SEVILLA,08/06/2023,Corpus Christi,local
SEVILLA,15/08/2023,Asunción de la Virgen,national
SEVILLA,12/10/2023,Fiesta Nacional Española,national
SEVILLA,01/11/2023,Día de Todos los Santos,national
SEVILLA,06/12/2023,Día de la Constitución Española,national
SEVILLA,08/12/2023,Inmaculada Concepción,national
SEVILLA,25/12/2023,Navidad,national
SORIA,01/01/2023,Año Nuevo(se traslada al lunes),regional
SORIA,06/01/2023,Día de Reyes,national
SORIA,06/04/2023,Jueves Santo,regional
SORIA,07/04/2023,Viernes Santo,national
SORIA,01/05/2023,Día Del Trabajo,national
SORIA,23/06/2023,Víspera de San Juan,local
SORIA,29/06/2023,Jueves de la saca,local
SORIA,25/07/2023,Santiago Apostol,regional
SORIA,15/08/2023,Asunción de la Virgen,national
SORIA,02/10/2023,San Saturio,local
SORIA,12/10/2023,Fiesta Nacional Española,national
SORIA,01/11/2023,Día de Todos los Santos,national
SORIA,06/12/2023,Día de la Constitución Española,national
SORIA,08/12/2023,Inmaculada Concepción,national
SORIA,25/12/2023,Navidad,national
TARRAGONA,06/01/2023,Día de Reyes,national
TARRAGONA,07/04/2023,Viernes Santo,national
TARRAGONA,10/04/2023,Lunes de Pascua,regional
TARRAGONA,01/05/2023,Día Del Trabajo,national
TARRAGONA,24/06/2023,San Juan,regional
TARRAGONA,15/08/2023,Asunción de la Virgen,national
TARRAGONA,19/08/2023,Sant Magí,local
TARRAGONA,11/09/2023,Día de Cataluña,regional
TARRAGONA,23/09/2023,La Mercè,local
TARRAGONA,12/10/2023,Fiesta Nacional Española,national
TARRAGONA,01/11/2023,Día de Todos los Santos,national
TARRAGONA,06/12/2023,Día de la Constitución Española,national
TARRAGONA,08/12/2023,Inmaculada Concepción,national
TARRAGONA,25/12/2023,Navidad,national
TARRAGONA,26/12/2023,San Esteban,regional
TENERIFE,06/01/2023,Día de Reyes,national
TENERIFE,21/02/2023,Martes de Carnaval,local
TENERIFE,06/04/2023,Jueves Santo,regional
TENERIFE,07/04/2023,Viernes Santo,national
TENERIFE,01/05/2023,Día Del Trabajo,national
TENERIFE,03/05/2023,Día de la Cruz,local
TENERIFE,30/05/2023,Día de Canarias,regional
TENERIFE,15/08/2023,Asunción de la Virgen,national
TENERIFE,12/10/2023,Fiesta Nacional Española,national
TENERIFE,01/11/2023,Día de Todos los Santos,national
TENERIFE,06/12/2023,Día de la Constitución Española,national
TENERIFE,08/12/2023,Inmaculada Concepción,national
TENERIFE,25/12/2023,Navidad,national
TERUEL,01/01/2023,Año Nuevo(se traslada al lunes),regional
TERUEL,06/01/2023,Día de Reyes,national
TERUEL,17/03/2023,Fiesta escolar,local
TERUEL,06/04/2023,Jueves Santo,regional
TERUEL,07/04/2023,Viernes Santo,national
TERUEL,11/04/2023,Sermón de las Tortillas,local
TERUEL,23/04/2023,San Jorge. Día de Aragón(se traslada al lunes),regional
TERUEL,01/05/2023,Día Del Trabajo,national
TERUEL,15/08/2023,Asunción de la Virgen,national
TERUEL,12/10/2023,Fiesta Nacional Española,national
TERUEL,01/11/2023,Día de Todos los Santos,national
TERUEL,06/12/2023,Día de la Constitución Española,national
TERUEL,08/12/2023,Inmaculada Concepción,national
TERUEL,25/12/2023,Navidad,national
TOLEDO,06/01/2023,Día de Reyes,national
TOLEDO,23/01/2023,San Ildefonso,local
TOLEDO,06/04/2023,Jueves Santo,regional
TOLEDO,07/04/2023,Viernes Santo,national
TOLEDO,10/04/2023,Lunes de Pascua,local
TOLEDO,01/05/2023,Día Del Trabajo,national
TOLEDO,31/05/2023,Día de la Región de Castilla la Mancha,regional
TOLEDO,08/06/2023,Corpus Christi,regional
TOLEDO,15/08/2023,Asunción de la Virgen,national
TOLEDO,12/10/2023,Fiesta Nacional Española,national
TOLEDO,01/11/2023,Día de Todos los Santos,national
TOLEDO,06/12/2023,Día de la Constitución Española,national
TOLEDO,08/12/2023,Inmaculada Concepción,national
TOLEDO,25/12/2023,Navidad,national
VALENCIA,06/01/2023,Día de Reyes,national
VALENCIA,07/04/2023,Viernes Santo,national
VALENCIA,10/04/2023,Lunes de Pascua,regional
VALENCIA,17/04/2023,San Vicente Ferrer,local
VALENCIA,24/04/2023,(Se traslada) San Vicente Mártir,local
VALENCIA,01/05/2023,Día Del Trabajo,national
VALENCIA,24/06/2023,San juan,regional
VALENCIA,15/08/2023,Asunción de la Virgen,national
VALENCIA,09/10/2023,Día de la Comunidad Valenciana,regional
VALENCIA,12/10/2023,Fiesta Nacional Española,national
VALENCIA,01/11/2023,Día de Todos los Santos,national
VALENCIA,06/12/2023,Día de la Constitución Española,national
VALENCIA,08/12/2023,Inmaculada Concepción,national
VALENCIA,25/12/2023,Navidad,national
VALLADOLID,01/01/2023,Año Nuevo(se traslada al lunes),regional
VALLADOLID,06/01/2023,Día de Reyes,national
VALLADOLID,06/04/2023,Jueves Santo,regional
VALLADOLID,07/04/2023,Viernes Santo,national
VALLADOLID,01/05/2023,Día Del Trabajo,national
VALLADOLID,13/05/2023,San Pedro Regalado,local
VALLADOLID,25/07/2023,Santiago Apostol,regional
VALLADOLID,15/08/2023,Asunción de la Virgen,national
VALLADOLID,08/09/2023,Nuestra Sra. de San Lorenzo,local
VALLADOLID,12/10/2023,Fiesta Nacional Española,national
VALLADOLID,01/11/2023,Día de Todos los Santos,national
VALLADOLID,06/12/2023,Día de la Constitución Española,national
VALLADOLID,08/12/2023,Inmaculada Concepción,national
VALLADOLID,25/12/2023,Navidad,national
VITORIA,06/01/2023,Día de Reyes,national
VITORIA,06/04/2023,Jueves Santo,regional
VITORIA,07/04/2023,Viernes Santo,national
VITORIA,10/04/2023,Lunes de Pascua,regional
VITORIA,01/05/2023,Día Del Trabajo,national
VITORIA,25/07/2023,Santiago Apostol,regional
VITORIA,15/08/2023,Asunción de la Virgen,national
VITORIA,12/10/2023,Fiesta Nacional Española,national
VITORIA,01/11/2023,Día de Todos los Santos,national
VITORIA,06/12/2023,Día de la Constitución Española,national
VITORIA,08/12/2023,Inmaculada Concepción,national
VITORIA,25/12/2023,Navidad,national
VIZCAYA,06/01/2023,Día de Reyes,national
VIZCAYA,06/04/2023,Jueves Santo,regional
VIZCAYA,07/04/2023,Viernes Santo,national
VIZCAYA,10/04/2023,Lunes de Pascua,regional
VIZCAYA,01/05/2023,Día Del Trabajo,national
VIZCAYA,25/07/2023,Santiago Apostol,regional
VIZCAYA,15/08/2023,Asunción de la Virgen,national
VIZCAYA,12/10/2023,Fiesta Nacional Española,national
VIZCAYA,01/11/2023,Día de Todos los Santos,national
VIZCAYA,06/12/2023,Día de la Constitución Española,national
VIZCAYA,08/12/2023,Inmaculada Concepción,national
VIZCAYA,25/12/2023,Navidad,national
ZAMORA,01/01/2023,Año Nuevo(se traslada al lunes),regional
ZAMORA,06/01/2023,Día de Reyes,national
ZAMORA,06/04/2023,Jueves Santo,regional
ZAMORA,07/04/2023,Viernes Santo,national
ZAMORA,01/05/2023,Día Del Trabajo,national
ZAMORA,29/05/2023,La Iniesta,local
ZAMORA,29/06/2023,San Pedro,local
ZAMORA,25/07/2023,Santiago Apostol,regional
ZAMORA,15/08/2023,Asunción de la Virgen,national
ZAMORA,12/10/2023,Fiesta Nacional Española,national
ZAMORA,01/11/2023,Día de Todos los Santos,national
ZAMORA,06/12/2023,Día de la Constitución Española,national
ZAMORA,08/12/2023,Inmaculada Concepción,national
ZAMORA,25/12/2023,Navidad,national
ZARAGOZA,01/01/2023,Año Nuevo(se traslada al lunes),regional
ZARAGOZA,06/01/2023,Día de Reyes,national
ZARAGOZA,29/01/2023,San Valero(se traslada al lunes),local
ZARAGOZA,05/03/2023,Cincomarzada(se traslada al lunes),local
ZARAGOZA,06/04/2023,Jueves Santo,regional
ZARAGOZA,07/04/2023,Viernes Santo,national
ZARAGOZA,23/04/2023,San Jorge. Día de Aragón(se traslada al lunes),regional
ZARAGOZA,01/05/2023,Día Del Trabajo,national
ZARAGOZA,15/08/2023,Asunción de la Virgen,national
ZARAGOZA,12/10/2023,Fiesta Nacional Española,national
ZARAGOZA,01/11/2023,Día de Todos los Santos,national
ZARAGOZA,06/12/2023,Día de la Constitución Española,national
ZARAGOZA,08/12/2023,Inmaculada Concepción,national
ZARAGOZA,25/12/2023,Navidad,national
